event_id,customer_id,amount,event_type,bank,error_code,product_id,payment_method,hidden_prob_retry_payment,recovered_retry_payment,amount_recovered_retry_payment,hidden_prob_send_reminder,recovered_send_reminder,amount_recovered_send_reminder,hidden_prob_alternate_payment,recovered_alternate_payment,amount_recovered_alternate_payment
E00663,C0808,24639.94,SUBSCRIPTION_FAILED,Bank_A,E42,P008,WALLET,0.10000000000000003,False,0.0,0.4,False,0.0,0.9,True,24639.94
E00664,C0904,8493.22,SUBSCRIPTION_FAILED,Bank_C,E42,P010,NETBANKING,0.30000000000000004,True,8493.22,0.4,False,0.0,0.75,True,8493.22
E00665,C0101,2032.84,PAYMENT_FAILED,Bank_D,E11,P004,NETBANKING,0.65,True,2032.84,0.4,False,0.0,0.5,False,0.0
E00666,C0471,4295.67,INVOICE_OVERDUE,Bank_B,E23,P002,NETBANKING,0.45,True,4295.67,0.55,False,0.0,0.5,True,4295.67
E00667,C0192,4321.53,INVOICE_OVERDUE,Bank_D,E17,P006,CARD,0.45,True,4321.53,0.55,False,0.0,0.5,True,4321.53
E00668,C0828,576.95,SUBSCRIPTION_FAILED,Bank_B,E42,P017,UPI,0.30000000000000004,True,576.95,0.4,False,0.0,0.75,True,576.95
E00669,C0181,18022.07,PAYMENT_FAILED,Bank_A,E42,P002,UPI,0.3,True,18022.07,0.4,True,18022.07,0.75,True,18022.07
E00670,C0936,16846.7,CHECKOUT_ABANDONED,Bank_A,E42,P017,NETBANKING,0.10000000000000003,False,0.0,0.6000000000000001,False,0.0,0.75,True,16846.7
E00671,C0849,21082.65,SUBSCRIPTION_FAILED,Bank_C,E23,P009,WALLET,0.45,True,21082.65,0.4,False,0.0,0.65,False,0.0
E00672,C0201,12036.25,CHECKOUT_ABANDONED,Bank_C,E11,P012,WALLET,0.45,False,0.0,0.6000000000000001,True,12036.25,0.5,True,12036.25
E00673,C0018,21564.97,PAYMENT_FAILED,Bank_D,E23,P016,NETBANKING,0.65,True,21564.97,0.4,False,0.0,0.5,True,21564.97
E00674,C0909,3587.05,INVOICE_OVERDUE,Bank_C,E11,P013,UPI,0.45,False,0.0,0.55,True,3587.05,0.5,True,3587.05
E00675,C0858,14693.2,PAYMENT_FAILED,Bank_B,E23,P014,NETBANKING,0.65,True,14693.2,0.4,False,0.0,0.5,True,14693.2
E00676,C0672,9618.24,INVOICE_OVERDUE,Bank_D,E23,P006,NETBANKING,0.45,False,0.0,0.55,True,9618.24,0.5,False,0.0
E00677,C0643,21429.39,CHECKOUT_ABANDONED,Bank_D,E11,P013,CARD,0.45,True,21429.39,0.6000000000000001,True,21429.39,0.5,False,0.0
E00678,C0247,14627.04,PAYMENT_FAILED,Bank_A,E42,P008,CARD,0.3,False,0.0,0.4,True,14627.04,0.75,True,14627.04
E00679,C0768,23502.93,SUBSCRIPTION_FAILED,Bank_B,E42,P012,UPI,0.30000000000000004,False,0.0,0.4,False,0.0,0.75,True,23502.93
E00680,C0345,4790.52,PAYMENT_FAILED,Bank_A,E23,P009,NETBANKING,0.65,False,0.0,0.4,True,4790.52,0.5,True,4790.52
E00681,C0388,14928.86,SUBSCRIPTION_FAILED,Bank_B,E42,P013,UPI,0.30000000000000004,False,0.0,0.4,True,14928.86,0.75,True,14928.86
E00682,C0337,9724.99,INVOICE_OVERDUE,Bank_B,E11,P004,UPI,0.45,True,9724.99,0.55,True,9724.99,0.5,False,0.0
E00683,C0731,12410.2,INVOICE_OVERDUE,Bank_A,E11,P013,NETBANKING,0.45,True,12410.2,0.55,False,0.0,0.5,True,12410.2
E00684,C0781,19752.41,CHECKOUT_ABANDONED,Bank_D,E23,P007,UPI,0.45,False,0.0,0.6000000000000001,True,19752.41,0.5,False,0.0
E00685,C0758,15573.71,INVOICE_OVERDUE,Bank_A,E11,P018,NETBANKING,0.45,False,0.0,0.55,True,15573.71,0.5,True,15573.71
E00686,C0238,9707.22,INVOICE_OVERDUE,Bank_C,E11,P018,UPI,0.45,False,0.0,0.55,False,0.0,0.5,True,9707.22
E00687,C0936,8840.08,INVOICE_OVERDUE,Bank_B,E11,P019,WALLET,0.45,False,0.0,0.55,True,8840.08,0.5,True,8840.08
E00688,C0471,12781.25,INVOICE_OVERDUE,Bank_D,E17,P020,CARD,0.45,True,12781.25,0.55,False,0.0,0.5,True,12781.25
E00689,C0044,24911.76,CHECKOUT_ABANDONED,Bank_D,E11,P003,NETBANKING,0.45,False,0.0,0.6000000000000001,True,24911.76,0.5,False,0.0
E00690,C0237,11909.22,SUBSCRIPTION_FAILED,Bank_A,E42,P014,UPI,0.10000000000000003,False,0.0,0.4,False,0.0,0.9,True,11909.22
E00691,C0107,17542.8,CHECKOUT_ABANDONED,Bank_D,E23,P008,CARD,0.45,True,17542.8,0.6000000000000001,True,17542.8,0.5,False,0.0
E00692,C0481,16462.13,SUBSCRIPTION_FAILED,Bank_C,E23,P008,NETBANKING,0.45,True,16462.13,0.4,True,16462.13,0.65,True,16462.13
E00693,C0192,969.31,CHECKOUT_ABANDONED,Bank_A,E42,P019,CARD,0.10000000000000003,False,0.0,0.6000000000000001,False,0.0,0.75,False,0.0
E00694,C0817,8954.55,SUBSCRIPTION_FAILED,Bank_A,E23,P019,CARD,0.45,True,8954.55,0.4,False,0.0,0.65,True,8954.55
E00695,C0006,15133.66,INVOICE_OVERDUE,Bank_C,E23,P019,WALLET,0.45,True,15133.66,0.55,False,0.0,0.5,False,0.0
E00696,C0244,15190.88,SUBSCRIPTION_FAILED,Bank_B,E17,P004,CARD,0.45,False,0.0,0.4,True,15190.88,0.65,False,0.0
E00697,C0570,11662.67,CHECKOUT_ABANDONED,Bank_C,E42,P017,UPI,0.30000000000000004,True,11662.67,0.6000000000000001,True,11662.67,0.6,False,0.0
E00698,C0355,8141.05,SUBSCRIPTION_FAILED,Bank_D,E17,P014,WALLET,0.45,False,0.0,0.4,False,0.0,0.65,True,8141.05
E00699,C0808,8912.97,CHECKOUT_ABANDONED,Bank_D,E11,P001,NETBANKING,0.45,True,8912.97,0.6000000000000001,False,0.0,0.5,False,0.0
E00700,C0492,23251.45,CHECKOUT_ABANDONED,Bank_A,E42,P009,NETBANKING,0.10000000000000003,False,0.0,0.6000000000000001,True,23251.45,0.75,True,23251.45
E00701,C0749,8864.92,INVOICE_OVERDUE,Bank_D,E23,P002,NETBANKING,0.45,False,0.0,0.55,True,8864.92,0.5,True,8864.92
E00702,C0916,22666.78,CHECKOUT_ABANDONED,Bank_A,E42,P008,CARD,0.10000000000000003,True,22666.78,0.6000000000000001,True,22666.78,0.75,True,22666.78
E00703,C0464,19047.68,SUBSCRIPTION_FAILED,Bank_D,E11,P017,NETBANKING,0.45,True,19047.68,0.4,False,0.0,0.65,True,19047.68
E00704,C0162,10574.34,INVOICE_OVERDUE,Bank_A,E11,P018,WALLET,0.45,True,10574.34,0.55,True,10574.34,0.5,False,0.0
E00705,C0129,17430.87,INVOICE_OVERDUE,Bank_D,E23,P002,CARD,0.45,True,17430.87,0.55,False,0.0,0.5,True,17430.87
E00706,C0726,20858.25,INVOICE_OVERDUE,Bank_A,E11,P001,WALLET,0.45,False,0.0,0.55,True,20858.25,0.5,False,0.0
E00707,C0975,3858.69,CHECKOUT_ABANDONED,Bank_A,E42,P014,UPI,0.10000000000000003,False,0.0,0.6000000000000001,False,0.0,0.75,True,3858.69
E00708,C0875,9200.73,PAYMENT_FAILED,Bank_A,E17,P016,WALLET,0.65,False,0.0,0.4,True,9200.73,0.5,False,0.0
E00709,C0739,3093.4,CHECKOUT_ABANDONED,Bank_D,E23,P008,NETBANKING,0.45,True,3093.4,0.6000000000000001,False,0.0,0.5,False,0.0
E00710,C0712,8506.47,CHECKOUT_ABANDONED,Bank_D,E17,P011,UPI,0.45,False,0.0,0.6000000000000001,False,0.0,0.5,True,8506.47
E00711,C0056,11867.55,PAYMENT_FAILED,Bank_B,E11,P013,CARD,0.65,False,0.0,0.4,True,11867.55,0.5,False,0.0
E00712,C0360,19695.75,INVOICE_OVERDUE,Bank_A,E23,P019,CARD,0.45,False,0.0,0.55,False,0.0,0.5,True,19695.75
E00713,C0891,4726.83,SUBSCRIPTION_FAILED,Bank_D,E42,P008,NETBANKING,0.30000000000000004,False,0.0,0.4,False,0.0,0.75,False,0.0
E00714,C0457,24597.4,INVOICE_OVERDUE,Bank_A,E17,P007,NETBANKING,0.45,True,24597.4,0.55,False,0.0,0.5,False,0.0
E00715,C0564,1733.56,CHECKOUT_ABANDONED,Bank_D,E23,P012,UPI,0.45,True,1733.56,0.6000000000000001,False,0.0,0.5,False,0.0
E00716,C0761,14573.7,SUBSCRIPTION_FAILED,Bank_D,E11,P010,CARD,0.45,False,0.0,0.4,True,14573.7,0.65,True,14573.7
E00717,C0208,12195.08,CHECKOUT_ABANDONED,Bank_C,E11,P008,CARD,0.45,False,0.0,0.6000000000000001,True,12195.08,0.5,True,12195.08
E00718,C0166,4322.88,CHECKOUT_ABANDONED,Bank_A,E17,P017,WALLET,0.45,False,0.0,0.6000000000000001,True,4322.88,0.5,True,4322.88
E00719,C0072,4975.47,CHECKOUT_ABANDONED,Bank_B,E23,P015,CARD,0.45,True,4975.47,0.6000000000000001,True,4975.47,0.5,True,4975.47
E00720,C0675,7930.5,SUBSCRIPTION_FAILED,Bank_A,E11,P006,UPI,0.45,False,0.0,0.4,True,7930.5,0.65,True,7930.5
E00721,C0815,15241.21,PAYMENT_FAILED,Bank_A,E23,P005,CARD,0.65,False,0.0,0.4,True,15241.21,0.5,False,0.0
E00722,C0388,15671.36,INVOICE_OVERDUE,Bank_B,E23,P017,UPI,0.45,True,15671.36,0.55,True,15671.36,0.5,True,15671.36
E00723,C0399,6358.99,INVOICE_OVERDUE,Bank_A,E23,P019,NETBANKING,0.45,True,6358.99,0.55,False,0.0,0.5,False,0.0
E00724,C0916,16381.78,PAYMENT_FAILED,Bank_D,E23,P004,NETBANKING,0.65,False,0.0,0.4,True,16381.78,0.5,False,0.0
E00725,C0381,8331.48,INVOICE_OVERDUE,Bank_D,E42,P017,NETBANKING,0.30000000000000004,False,0.0,0.55,True,8331.48,0.6,False,0.0
E00726,C0966,18875.7,INVOICE_OVERDUE,Bank_A,E42,P014,UPI,0.10000000000000003,False,0.0,0.55,False,0.0,0.75,True,18875.7
E00727,C0720,14130.04,INVOICE_OVERDUE,Bank_A,E42,P016,CARD,0.10000000000000003,False,0.0,0.55,True,14130.04,0.75,True,14130.04
E00728,C0287,22043.59,INVOICE_OVERDUE,Bank_B,E42,P003,CARD,0.30000000000000004,False,0.0,0.55,True,22043.59,0.6,True,22043.59
E00729,C0557,23973.89,SUBSCRIPTION_FAILED,Bank_A,E42,P002,WALLET,0.10000000000000003,False,0.0,0.4,True,23973.89,0.9,True,23973.89
E00730,C0313,16067.65,SUBSCRIPTION_FAILED,Bank_A,E42,P016,NETBANKING,0.10000000000000003,False,0.0,0.4,False,0.0,0.9,True,16067.65
E00731,C0733,17097.23,CHECKOUT_ABANDONED,Bank_B,E17,P007,WALLET,0.45,True,17097.23,0.6000000000000001,False,0.0,0.5,True,17097.23
E00732,C0902,20906.78,SUBSCRIPTION_FAILED,Bank_B,E11,P014,WALLET,0.45,False,0.0,0.4,True,20906.78,0.65,False,0.0
E00733,C0783,11127.38,INVOICE_OVERDUE,Bank_C,E17,P008,CARD,0.45,False,0.0,0.55,False,0.0,0.5,False,0.0
E00734,C0376,5772.51,INVOICE_OVERDUE,Bank_A,E42,P003,CARD,0.10000000000000003,False,0.0,0.55,True,5772.51,0.75,True,5772.51
E00735,C0849,8446.47,INVOICE_OVERDUE,Bank_A,E42,P009,NETBANKING,0.10000000000000003,False,0.0,0.55,False,0.0,0.75,True,8446.47
E00736,C0193,11294.05,CHECKOUT_ABANDONED,Bank_B,E42,P020,CARD,0.30000000000000004,False,0.0,0.6000000000000001,False,0.0,0.6,True,11294.05
E00737,C0393,19614.64,SUBSCRIPTION_FAILED,Bank_C,E11,P012,NETBANKING,0.45,True,19614.64,0.4,False,0.0,0.65,False,0.0
E00738,C0791,23493.98,SUBSCRIPTION_FAILED,Bank_B,E11,P010,NETBANKING,0.45,False,0.0,0.4,True,23493.98,0.65,True,23493.98
E00739,C0030,13888.23,INVOICE_OVERDUE,Bank_A,E23,P002,UPI,0.45,True,13888.23,0.55,True,13888.23,0.5,True,13888.23
E00740,C0494,22500.13,CHECKOUT_ABANDONED,Bank_C,E11,P009,UPI,0.45,True,22500.13,0.6000000000000001,True,22500.13,0.5,True,22500.13
E00741,C0459,2381.78,CHECKOUT_ABANDONED,Bank_D,E42,P011,UPI,0.30000000000000004,False,0.0,0.6000000000000001,False,0.0,0.6,True,2381.78
E00742,C0894,6980.64,SUBSCRIPTION_FAILED,Bank_A,E42,P002,WALLET,0.10000000000000003,False,0.0,0.4,False,0.0,0.9,True,6980.64
E00743,C0241,1465.1,SUBSCRIPTION_FAILED,Bank_B,E17,P019,CARD,0.45,False,0.0,0.4,False,0.0,0.65,True,1465.1
E00744,C0364,776.91,INVOICE_OVERDUE,Bank_C,E17,P011,NETBANKING,0.45,False,0.0,0.55,False,0.0,0.5,False,0.0
E00745,C0999,10243.27,INVOICE_OVERDUE,Bank_B,E42,P002,CARD,0.30000000000000004,True,10243.27,0.55,True,10243.27,0.6,True,10243.27
E00746,C0703,18910.6,SUBSCRIPTION_FAILED,Bank_C,E23,P015,NETBANKING,0.45,False,0.0,0.4,False,0.0,0.65,True,18910.6
E00747,C0555,10557.15,INVOICE_OVERDUE,Bank_D,E42,P017,NETBANKING,0.30000000000000004,False,0.0,0.55,False,0.0,0.6,False,0.0
E00748,C0090,2645.99,PAYMENT_FAILED,Bank_D,E42,P016,WALLET,0.5,False,0.0,0.4,False,0.0,0.6,False,0.0
E00749,C0663,7539.5,INVOICE_OVERDUE,Bank_A,E23,P016,CARD,0.45,False,0.0,0.55,False,0.0,0.5,True,7539.5
E00750,C0797,19097.63,INVOICE_OVERDUE,Bank_A,E42,P003,NETBANKING,0.10000000000000003,False,0.0,0.55,False,0.0,0.75,True,19097.63
E00751,C0021,5798.14,SUBSCRIPTION_FAILED,Bank_B,E42,P005,NETBANKING,0.30000000000000004,True,5798.14,0.4,True,5798.14,0.75,True,5798.14
E00752,C0164,7070.27,PAYMENT_FAILED,Bank_A,E42,P002,CARD,0.3,False,0.0,0.4,False,0.0,0.75,True,7070.27
E00753,C0045,1349.48,CHECKOUT_ABANDONED,Bank_B,E11,P019,NETBANKING,0.45,False,0.0,0.6000000000000001,True,1349.48,0.5,False,0.0
E00754,C0534,6865.79,CHECKOUT_ABANDONED,Bank_C,E17,P020,WALLET,0.45,True,6865.79,0.6000000000000001,False,0.0,0.5,False,0.0
E00755,C0582,10576.95,SUBSCRIPTION_FAILED,Bank_A,E23,P020,NETBANKING,0.45,True,10576.95,0.4,False,0.0,0.65,True,10576.95
E00756,C0850,20696.59,INVOICE_OVERDUE,Bank_D,E11,P005,WALLET,0.45,False,0.0,0.55,True,20696.59,0.5,False,0.0
E00757,C0989,16946.14,CHECKOUT_ABANDONED,Bank_A,E42,P012,CARD,0.10000000000000003,False,0.0,0.6000000000000001,False,0.0,0.75,True,16946.14
E00758,C0147,24716.31,SUBSCRIPTION_FAILED,Bank_A,E17,P010,CARD,0.45,False,0.0,0.4,False,0.0,0.65,False,0.0
E00759,C0339,21719.49,PAYMENT_FAILED,Bank_C,E11,P002,NETBANKING,0.65,False,0.0,0.4,False,0.0,0.5,True,21719.49
E00760,C0864,16801.45,INVOICE_OVERDUE,Bank_B,E17,P016,WALLET,0.45,False,0.0,0.55,True,16801.45,0.5,False,0.0
E00761,C0907,7333.98,SUBSCRIPTION_FAILED,Bank_A,E42,P004,NETBANKING,0.10000000000000003,False,0.0,0.4,False,0.0,0.9,True,7333.98
E00762,C0971,12038.28,SUBSCRIPTION_FAILED,Bank_B,E42,P001,NETBANKING,0.30000000000000004,False,0.0,0.4,False,0.0,0.75,True,12038.28
E00763,C0772,15260.51,CHECKOUT_ABANDONED,Bank_A,E42,P012,NETBANKING,0.10000000000000003,False,0.0,0.6000000000000001,False,0.0,0.75,True,15260.51
E00764,C0195,24113.67,SUBSCRIPTION_FAILED,Bank_D,E17,P012,NETBANKING,0.45,False,0.0,0.4,True,24113.67,0.65,True,24113.67
E00765,C0898,19262.81,CHECKOUT_ABANDONED,Bank_A,E42,P020,CARD,0.10000000000000003,True,19262.81,0.6000000000000001,False,0.0,0.75,False,0.0
E00766,C0808,17462.68,CHECKOUT_ABANDONED,Bank_D,E11,P001,UPI,0.45,False,0.0,0.6000000000000001,False,0.0,0.5,False,0.0
E00767,C0720,1968.61,SUBSCRIPTION_FAILED,Bank_A,E42,P013,CARD,0.10000000000000003,False,0.0,0.4,True,1968.61,0.9,True,1968.61
E00768,C0162,18486.71,SUBSCRIPTION_FAILED,Bank_B,E23,P002,WALLET,0.45,False,0.0,0.4,True,18486.71,0.65,True,18486.71
E00769,C0505,15756.94,PAYMENT_FAILED,Bank_A,E42,P002,WALLET,0.3,False,0.0,0.4,True,15756.94,0.75,True,15756.94
E00770,C0676,16984.75,PAYMENT_FAILED,Bank_D,E17,P002,NETBANKING,0.65,False,0.0,0.4,False,0.0,0.5,False,0.0
E00771,C0156,22314.42,SUBSCRIPTION_FAILED,Bank_A,E42,P020,UPI,0.10000000000000003,False,0.0,0.4,False,0.0,0.9,True,22314.42
E00772,C0658,2701.98,CHECKOUT_ABANDONED,Bank_A,E17,P014,CARD,0.45,False,0.0,0.6000000000000001,False,0.0,0.5,False,0.0
E00773,C0685,21364.06,INVOICE_OVERDUE,Bank_D,E17,P004,CARD,0.45,True,21364.06,0.55,True,21364.06,0.5,True,21364.06
E00774,C0096,15334.29,INVOICE_OVERDUE,Bank_D,E11,P001,UPI,0.45,True,15334.29,0.55,False,0.0,0.5,True,15334.29
E00775,C0877,6714.07,SUBSCRIPTION_FAILED,Bank_B,E17,P016,NETBANKING,0.45,False,0.0,0.4,True,6714.07,0.65,True,6714.07
E00776,C0991,15039.8,SUBSCRIPTION_FAILED,Bank_A,E42,P014,CARD,0.10000000000000003,False,0.0,0.4,True,15039.8,0.9,True,15039.8
E00777,C0711,14136.17,SUBSCRIPTION_FAILED,Bank_A,E11,P014,WALLET,0.45,True,14136.17,0.4,False,0.0,0.65,True,14136.17
E00778,C0610,23000.74,CHECKOUT_ABANDONED,Bank_A,E11,P005,UPI,0.45,False,0.0,0.6000000000000001,True,23000.74,0.5,False,0.0
E00779,C0847,19605.61,INVOICE_OVERDUE,Bank_A,E42,P011,UPI,0.10000000000000003,False,0.0,0.55,False,0.0,0.75,False,0.0
E00780,C0950,6734.79,INVOICE_OVERDUE,Bank_C,E11,P008,UPI,0.45,False,0.0,0.55,True,6734.79,0.5,True,6734.79
E00781,C0511,14051.24,PAYMENT_FAILED,Bank_C,E11,P002,UPI,0.65,False,0.0,0.4,False,0.0,0.5,False,0.0
E00782,C0724,2826.65,INVOICE_OVERDUE,Bank_A,E42,P012,NETBANKING,0.10000000000000003,False,0.0,0.55,True,2826.65,0.75,True,2826.65
E00783,C0925,11380.54,CHECKOUT_ABANDONED,Bank_C,E23,P016,NETBANKING,0.45,True,11380.54,0.6000000000000001,True,11380.54,0.5,False,0.0
E00784,C0111,8510.06,SUBSCRIPTION_FAILED,Bank_C,E11,P001,UPI,0.45,True,8510.06,0.4,True,8510.06,0.65,False,0.0
E00785,C0947,8223.37,INVOICE_OVERDUE,Bank_D,E17,P001,NETBANKING,0.45,True,8223.37,0.55,True,8223.37,0.5,False,0.0
E00786,C0621,17488.84,INVOICE_OVERDUE,Bank_A,E23,P020,UPI,0.45,False,0.0,0.55,False,0.0,0.5,True,17488.84
E00787,C0685,18391.11,SUBSCRIPTION_FAILED,Bank_C,E17,P011,UPI,0.45,False,0.0,0.4,True,18391.11,0.65,True,18391.11
E00788,C0949,11354.33,INVOICE_OVERDUE,Bank_A,E17,P013,CARD,0.45,True,11354.33,0.55,False,0.0,0.5,True,11354.33
E00789,C0752,24105.26,INVOICE_OVERDUE,Bank_D,E42,P019,CARD,0.30000000000000004,False,0.0,0.55,False,0.0,0.6,False,0.0
E00790,C0211,2607.79,PAYMENT_FAILED,Bank_A,E42,P016,NETBANKING,0.3,False,0.0,0.4,True,2607.79,0.75,True,2607.79
E00791,C0666,6226.65,SUBSCRIPTION_FAILED,Bank_C,E23,P010,NETBANKING,0.45,True,6226.65,0.4,True,6226.65,0.65,False,0.0
E00792,C0942,17388.11,SUBSCRIPTION_FAILED,Bank_B,E23,P020,CARD,0.45,False,0.0,0.4,False,0.0,0.65,True,17388.11
E00793,C0443,20343.15,SUBSCRIPTION_FAILED,Bank_D,E11,P020,CARD,0.45,False,0.0,0.4,False,0.0,0.65,False,0.0
E00794,C0921,11921.45,SUBSCRIPTION_FAILED,Bank_C,E23,P012,CARD,0.45,False,0.0,0.4,False,0.0,0.65,True,11921.45
E00795,C0046,22827.81,SUBSCRIPTION_FAILED,Bank_D,E23,P016,UPI,0.45,True,22827.81,0.4,False,0.0,0.65,True,22827.81
E00796,C0630,8618.13,CHECKOUT_ABANDONED,Bank_A,E17,P004,NETBANKING,0.45,False,0.0,0.6000000000000001,False,0.0,0.5,True,8618.13
E00797,C0438,10600.85,CHECKOUT_ABANDONED,Bank_C,E17,P009,NETBANKING,0.45,False,0.0,0.6000000000000001,True,10600.85,0.5,True,10600.85
E00798,C0538,24248.38,SUBSCRIPTION_FAILED,Bank_B,E42,P019,UPI,0.30000000000000004,False,0.0,0.4,False,0.0,0.75,True,24248.38
E00799,C0963,12732.92,CHECKOUT_ABANDONED,Bank_B,E23,P016,CARD,0.45,False,0.0,0.6000000000000001,False,0.0,0.5,False,0.0
E00800,C0217,11576.12,SUBSCRIPTION_FAILED,Bank_A,E11,P019,CARD,0.45,False,0.0,0.4,True,11576.12,0.65,True,11576.12
E00801,C0506,11707.35,INVOICE_OVERDUE,Bank_C,E11,P006,WALLET,0.45,False,0.0,0.55,True,11707.35,0.5,True,11707.35
E00802,C0169,3816.21,CHECKOUT_ABANDONED,Bank_B,E23,P010,CARD,0.45,True,3816.21,0.6000000000000001,True,3816.21,0.5,False,0.0
E00803,C0820,10335.81,CHECKOUT_ABANDONED,Bank_A,E42,P001,UPI,0.10000000000000003,False,0.0,0.6000000000000001,True,10335.81,0.75,True,10335.81
E00804,C0427,18491.96,INVOICE_OVERDUE,Bank_A,E42,P004,UPI,0.10000000000000003,False,0.0,0.55,False,0.0,0.75,False,0.0
E00805,C0765,14636.05,PAYMENT_FAILED,Bank_B,E11,P019,WALLET,0.65,True,14636.05,0.4,True,14636.05,0.5,False,0.0
E00806,C0377,15022.89,SUBSCRIPTION_FAILED,Bank_C,E23,P018,WALLET,0.45,False,0.0,0.4,True,15022.89,0.65,True,15022.89
E00807,C0031,21813.48,SUBSCRIPTION_FAILED,Bank_A,E42,P004,UPI,0.10000000000000003,False,0.0,0.4,True,21813.48,0.9,True,21813.48
E00808,C0489,12012.93,CHECKOUT_ABANDONED,Bank_A,E42,P004,CARD,0.10000000000000003,False,0.0,0.6000000000000001,False,0.0,0.75,True,12012.93
E00809,C0804,22936.81,INVOICE_OVERDUE,Bank_C,E17,P018,CARD,0.45,False,0.0,0.55,False,0.0,0.5,False,0.0
E00810,C0858,8415.94,PAYMENT_FAILED,Bank_C,E11,P013,CARD,0.65,True,8415.94,0.4,False,0.0,0.5,False,0.0
E00811,C0914,12003.21,CHECKOUT_ABANDONED,Bank_D,E42,P005,CARD,0.30000000000000004,False,0.0,0.6000000000000001,True,12003.21,0.6,False,0.0
E00812,C0862,19755.17,PAYMENT_FAILED,Bank_A,E17,P007,UPI,0.65,False,0.0,0.4,False,0.0,0.5,False,0.0
E00813,C0702,7368.2,PAYMENT_FAILED,Bank_D,E23,P015,CARD,0.65,True,7368.2,0.4,False,0.0,0.5,True,7368.2
E00814,C0135,3613.86,CHECKOUT_ABANDONED,Bank_A,E42,P011,CARD,0.10000000000000003,False,0.0,0.6000000000000001,True,3613.86,0.75,False,0.0
E00815,C0607,20966.63,PAYMENT_FAILED,Bank_A,E42,P011,WALLET,0.3,False,0.0,0.4,True,20966.63,0.75,True,20966.63
E00816,C0022,20094.69,CHECKOUT_ABANDONED,Bank_D,E11,P002,WALLET,0.45,False,0.0,0.6000000000000001,True,20094.69,0.5,False,0.0
E00817,C0567,15164.79,SUBSCRIPTION_FAILED,Bank_B,E11,P016,NETBANKING,0.45,False,0.0,0.4,True,15164.79,0.65,False,0.0
E00818,C0433,851.11,INVOICE_OVERDUE,Bank_A,E42,P009,CARD,0.10000000000000003,False,0.0,0.55,False,0.0,0.75,True,851.11
E00819,C0053,19799.68,SUBSCRIPTION_FAILED,Bank_D,E11,P010,NETBANKING,0.45,True,19799.68,0.4,False,0.0,0.65,True,19799.68
E00820,C0387,802.36,PAYMENT_FAILED,Bank_C,E23,P019,CARD,0.65,True,802.36,0.4,False,0.0,0.5,True,802.36
E00821,C0294,9935.01,CHECKOUT_ABANDONED,Bank_C,E23,P013,UPI,0.45,False,0.0,0.6000000000000001,False,0.0,0.5,True,9935.01
E00822,C0175,5256.99,SUBSCRIPTION_FAILED,Bank_A,E42,P004,NETBANKING,0.10000000000000003,True,5256.99,0.4,False,0.0,0.9,True,5256.99
E00823,C0195,13251.01,SUBSCRIPTION_FAILED,Bank_A,E42,P016,UPI,0.10000000000000003,False,0.0,0.4,False,0.0,0.9,False,0.0
E00824,C0839,22979.8,PAYMENT_FAILED,Bank_A,E42,P006,CARD,0.3,False,0.0,0.4,False,0.0,0.75,True,22979.8
E00825,C0266,11554.23,PAYMENT_FAILED,Bank_D,E11,P011,WALLET,0.65,True,11554.23,0.4,True,11554.23,0.5,False,0.0
E00826,C0345,23454.73,PAYMENT_FAILED,Bank_A,E42,P017,WALLET,0.3,False,0.0,0.4,True,23454.73,0.75,True,23454.73
E00827,C0791,4568.83,PAYMENT_FAILED,Bank_D,E17,P011,CARD,0.65,True,4568.83,0.4,False,0.0,0.5,True,4568.83
E00828,C0555,23237.27,CHECKOUT_ABANDONED,Bank_A,E42,P014,WALLET,0.10000000000000003,False,0.0,0.6000000000000001,True,23237.27,0.75,False,0.0
E00829,C0056,1857.69,PAYMENT_FAILED,Bank_D,E23,P015,UPI,0.65,False,0.0,0.4,True,1857.69,0.5,False,0.0
E00830,C0249,1044.35,PAYMENT_FAILED,Bank_D,E42,P002,WALLET,0.5,True,1044.35,0.4,False,0.0,0.6,True,1044.35
E00831,C0487,24097.4,INVOICE_OVERDUE,Bank_A,E42,P013,UPI,0.10000000000000003,False,0.0,0.55,False,0.0,0.75,True,24097.4
E00832,C0066,20039.09,CHECKOUT_ABANDONED,Bank_A,E42,P010,NETBANKING,0.10000000000000003,False,0.0,0.6000000000000001,True,20039.09,0.75,True,20039.09
E00833,C0114,2282.01,INVOICE_OVERDUE,Bank_C,E23,P015,UPI,0.45,True,2282.01,0.55,False,0.0,0.5,True,2282.01
E00834,C0750,6396.43,SUBSCRIPTION_FAILED,Bank_C,E23,P014,CARD,0.45,True,6396.43,0.4,False,0.0,0.65,True,6396.43
E00835,C0887,10536.99,PAYMENT_FAILED,Bank_D,E11,P019,CARD,0.65,True,10536.99,0.4,False,0.0,0.5,False,0.0
E00836,C0915,14669.81,INVOICE_OVERDUE,Bank_A,E42,P020,UPI,0.10000000000000003,False,0.0,0.55,False,0.0,0.75,False,0.0
E00837,C0483,3929.69,SUBSCRIPTION_FAILED,Bank_A,E17,P008,WALLET,0.45,False,0.0,0.4,False,0.0,0.65,True,3929.69
E00838,C0528,24914.89,INVOICE_OVERDUE,Bank_B,E23,P016,NETBANKING,0.45,True,24914.89,0.55,True,24914.89,0.5,False,0.0
