event_id,amount,event_type,bank,error_code,product_id,payment_method,intervention,recovery_probability,expected_recovery,priority_score,priority
E02290,19579.08,PAYMENT_FAILED,Bank_B,E42,P006,UPI,ALTERNATE_PAYMENT,0.6162392,12065.396402134897,12065.396402134897,HIGH
E03199,17292.46,CHECKOUT_ABANDONED,Bank_B,E23,P012,WALLET,SEND_REMINDER,0.6976663,12064.366368596551,12064.366368596551,HIGH
E03071,15753.48,CHECKOUT_ABANDONED,Bank_A,E42,P011,UPI,ALTERNATE_PAYMENT,0.7655754,12060.476893157958,12060.476893157958,HIGH
E00074,19522.12,PAYMENT_FAILED,Bank_D,E17,P005,WALLET,RETRY_PAYMENT,0.6177376,12059.547385218142,12059.547385218142,HIGH
E03523,16688.02,INVOICE_OVERDUE,Bank_B,E42,P017,NETBANKING,ALTERNATE_PAYMENT,0.7226355,12059.355803265573,12059.355803265573,HIGH
E03788,19764.2,INVOICE_OVERDUE,Bank_B,E42,P014,UPI,ALTERNATE_PAYMENT,0.6098326,12052.853173649311,12052.853173649311,HIGH
E02525,22280.3,INVOICE_OVERDUE,Bank_C,E17,P012,NETBANKING,ALTERNATE_PAYMENT,0.5409424,12052.35830617547,12052.35830617547,HIGH
E01866,18113.22,SUBSCRIPTION_FAILED,Bank_D,E17,P020,WALLET,ALTERNATE_PAYMENT,0.66507435,12046.637989826204,12046.637989826204,HIGH
E03849,23007.76,INVOICE_OVERDUE,Bank_B,E17,P009,WALLET,SEND_REMINDER,0.52341276,12042.55525671482,12042.55525671482,HIGH
E01955,20554.29,CHECKOUT_ABANDONED,Bank_B,E17,P004,CARD,SEND_REMINDER,0.58581495,12041.010427222252,12041.010427222252,HIGH
E02336,17205.89,INVOICE_OVERDUE,Bank_A,E42,P019,NETBANKING,ALTERNATE_PAYMENT,0.6997684,12040.1385294044,12040.1385294044,HIGH
E04468,21885.35,INVOICE_OVERDUE,Bank_D,E17,P014,WALLET,SEND_REMINDER,0.5500334,12037.673263260722,12037.673263260722,HIGH
E04917,23398.35,INVOICE_OVERDUE,Bank_C,E23,P011,UPI,SEND_REMINDER,0.5144536,12037.365155616402,12037.365155616402,HIGH
E03628,21905.39,CHECKOUT_ABANDONED,Bank_B,E11,P006,UPI,SEND_REMINDER,0.5495078,12037.182596164346,12037.182596164346,HIGH
E00446,22798.3,CHECKOUT_ABANDONED,Bank_A,E23,P017,NETBANKING,SEND_REMINDER,0.52785546,12034.207039684055,12034.207039684055,HIGH
E04029,24300.4,SUBSCRIPTION_FAILED,Bank_B,E23,P002,CARD,ALTERNATE_PAYMENT,0.49519938,12033.543069767951,12033.543069767951,HIGH
E00998,24070.43,INVOICE_OVERDUE,Bank_D,E23,P020,WALLET,RETRY_PAYMENT,0.49978063,12029.93455194384,12029.93455194384,HIGH
E01867,20857.6,CHECKOUT_ABANDONED,Bank_A,E11,P004,UPI,SEND_REMINDER,0.57671094,12028.806089782714,12028.806089782714,HIGH
E02453,18512.01,INVOICE_OVERDUE,Bank_B,E42,P003,WALLET,ALTERNATE_PAYMENT,0.6492835,12019.543169242144,12019.543169242144,HIGH
E01228,18315.49,SUBSCRIPTION_FAILED,Bank_B,E11,P011,CARD,ALTERNATE_PAYMENT,0.6560255,12015.42901445508,12015.42901445508,HIGH
E00627,22315.03,SUBSCRIPTION_FAILED,Bank_D,E11,P017,WALLET,ALTERNATE_PAYMENT,0.53834367,12013.155101373197,12013.155101373197,HIGH
E04076,20457.86,CHECKOUT_ABANDONED,Bank_B,E42,P013,UPI,ALTERNATE_PAYMENT,0.5865809,12000.18936901331,12000.18936901331,HIGH
E03400,18023.12,SUBSCRIPTION_FAILED,Bank_D,E17,P005,NETBANKING,ALTERNATE_PAYMENT,0.6655167,11994.686886849402,11994.686886849402,HIGH
E01748,23954.18,PAYMENT_FAILED,Bank_C,E42,P014,CARD,ALTERNATE_PAYMENT,0.5005586,11990.471157813072,11990.471157813072,HIGH
E03512,18457.76,PAYMENT_FAILED,Bank_D,E17,P010,CARD,RETRY_PAYMENT,0.6491725,11982.269924421307,11982.269924421307,HIGH
E02712,20823.32,CHECKOUT_ABANDONED,Bank_A,E23,P011,UPI,ALTERNATE_PAYMENT,0.5752207,11978.00479165554,11978.00479165554,HIGH
E04021,18983.46,PAYMENT_FAILED,Bank_B,E23,P014,WALLET,RETRY_PAYMENT,0.6308151,11975.0530046618,11975.0530046618,HIGH
E04767,21833.43,INVOICE_OVERDUE,Bank_D,E11,P008,CARD,ALTERNATE_PAYMENT,0.5482168,11969.453559122088,11969.453559122088,HIGH
E02683,17769.97,PAYMENT_FAILED,Bank_D,E23,P005,CARD,RETRY_PAYMENT,0.673477,11967.665979738833,11967.665979738833,HIGH
E00204,15528.58,CHECKOUT_ABANDONED,Bank_A,E42,P007,WALLET,ALTERNATE_PAYMENT,0.77064705,11967.054351387023,11967.054351387023,HIGH
E02595,19089.71,CHECKOUT_ABANDONED,Bank_D,E42,P013,UPI,ALTERNATE_PAYMENT,0.6268325,11966.050361027716,11966.050361027716,HIGH
E02217,21058.48,CHECKOUT_ABANDONED,Bank_D,E17,P002,UPI,ALTERNATE_PAYMENT,0.5681393,11964.150394802093,11964.150394802093,HIGH
E00787,18391.11,SUBSCRIPTION_FAILED,Bank_C,E17,P011,UPI,ALTERNATE_PAYMENT,0.65043896,11962.294541957976,11962.294541957976,HIGH
E03931,17336.6,SUBSCRIPTION_FAILED,Bank_A,E17,P002,UPI,ALTERNATE_PAYMENT,0.6893505,11950.993632149695,11950.993632149695,HIGH
E00645,24771.64,INVOICE_OVERDUE,Bank_C,E11,P019,NETBANKING,RETRY_PAYMENT,0.48235744,11948.784913933276,11948.784913933276,HIGH
E04667,16125.19,INVOICE_OVERDUE,Bank_A,E42,P010,WALLET,ALTERNATE_PAYMENT,0.7409166,11947.421106601954,11947.421106601954,HIGH
E01699,23223.84,CHECKOUT_ABANDONED,Bank_C,E11,P019,UPI,SEND_REMINDER,0.5143755,11945.77449379921,11945.77449379921,HIGH
E00234,15842.4,SUBSCRIPTION_FAILED,Bank_B,E42,P012,UPI,ALTERNATE_PAYMENT,0.7538757,11943.199959039688,11943.199959039688,HIGH
E03211,20122.97,PAYMENT_FAILED,Bank_D,E17,P005,NETBANKING,RETRY_PAYMENT,0.59340847,11941.140746697189,11941.140746697189,HIGH
E01803,16700.22,PAYMENT_FAILED,Bank_C,E42,P012,CARD,ALTERNATE_PAYMENT,0.7147745,11936.891223413944,11936.891223413944,HIGH
E00635,19140.86,INVOICE_OVERDUE,Bank_C,E42,P020,CARD,ALTERNATE_PAYMENT,0.6236041,11936.319133833647,11936.319133833647,HIGH
E00342,15804.26,INVOICE_OVERDUE,Bank_A,E42,P015,CARD,ALTERNATE_PAYMENT,0.7549567,11931.532327337263,11931.532327337263,HIGH
E01217,17287.44,CHECKOUT_ABANDONED,Bank_C,E23,P012,WALLET,SEND_REMINDER,0.690173,11931.32381359577,11931.32381359577,HIGH
E02477,23476.52,INVOICE_OVERDUE,Bank_A,E17,P011,UPI,RETRY_PAYMENT,0.5081938,11930.621696236134,11930.621696236134,HIGH
E01389,17017.58,SUBSCRIPTION_FAILED,Bank_D,E42,P008,NETBANKING,ALTERNATE_PAYMENT,0.7008147,11926.170630311966,11926.170630311966,HIGH
E03116,15982.36,SUBSCRIPTION_FAILED,Bank_D,E42,P016,CARD,ALTERNATE_PAYMENT,0.745658,11917.374280297756,11917.374280297756,HIGH
E02244,22445.12,INVOICE_OVERDUE,Bank_A,E23,P007,CARD,ALTERNATE_PAYMENT,0.53013635,11898.973920669556,11898.973920669556,HIGH
E02296,20334.89,SUBSCRIPTION_FAILED,Bank_C,E23,P004,UPI,ALTERNATE_PAYMENT,0.58508766,11897.693144940138,11897.693144940138,HIGH
E01361,18010.21,PAYMENT_FAILED,Bank_C,E23,P007,NETBANKING,RETRY_PAYMENT,0.6602985,11892.11512112081,11892.11512112081,HIGH
E04935,21317.23,INVOICE_OVERDUE,Bank_D,E23,P019,CARD,RETRY_PAYMENT,0.557854,11891.90195521772,11891.90195521772,HIGH
E01031,17476.55,PAYMENT_FAILED,Bank_A,E42,P013,UPI,ALTERNATE_PAYMENT,0.6802017,11887.57918215096,11887.57918215096,HIGH
E04276,17231.98,SUBSCRIPTION_FAILED,Bank_C,E42,P018,CARD,ALTERNATE_PAYMENT,0.6897992,11886.605838644504,11886.605838644504,HIGH
E01034,18004.26,CHECKOUT_ABANDONED,Bank_D,E17,P008,NETBANKING,SEND_REMINDER,0.6601582,11885.660179163217,11885.660179163217,HIGH
E04658,23313.16,INVOICE_OVERDUE,Bank_D,E11,P002,UPI,ALTERNATE_PAYMENT,0.50981903,11885.492635192872,11885.492635192872,HIGH
E03077,20018.75,INVOICE_OVERDUE,Bank_C,E42,P004,WALLET,ALTERNATE_PAYMENT,0.5933952,11879.029630497098,11879.029630497098,HIGH
E02507,18317.44,SUBSCRIPTION_FAILED,Bank_D,E11,P010,UPI,ALTERNATE_PAYMENT,0.6484013,11877.052274665832,11877.052274665832,HIGH
E03965,19608.07,CHECKOUT_ABANDONED,Bank_A,E11,P006,WALLET,SEND_REMINDER,0.6053374,11869.497747380734,11869.497747380734,HIGH
E01381,18584.69,PAYMENT_FAILED,Bank_B,E17,P012,CARD,RETRY_PAYMENT,0.6386612,11869.320524235369,11869.320524235369,HIGH
E04660,19307.72,CHECKOUT_ABANDONED,Bank_D,E17,P015,UPI,SEND_REMINDER,0.61427015,11860.15607332945,11860.15607332945,HIGH
E04442,19974.76,PAYMENT_FAILED,Bank_C,E23,P015,WALLET,RETRY_PAYMENT,0.59367245,11858.46479439497,11858.46479439497,HIGH
E04583,15668.31,CHECKOUT_ABANDONED,Bank_A,E42,P014,WALLET,ALTERNATE_PAYMENT,0.75669277,11856.096850358248,11856.096850358248,HIGH
E00885,20596.21,PAYMENT_FAILED,Bank_B,E23,P017,NETBANKING,RETRY_PAYMENT,0.5755414,11853.971065772772,11853.971065772772,HIGH
E01187,15964.11,SUBSCRIPTION_FAILED,Bank_D,E23,P006,WALLET,ALTERNATE_PAYMENT,0.742431,11852.249911531806,11852.249911531806,HIGH
E00252,21233.01,PAYMENT_FAILED,Bank_C,E17,P004,WALLET,RETRY_PAYMENT,0.55818635,11851.976399250623,11851.976399250623,HIGH
E00703,19047.68,SUBSCRIPTION_FAILED,Bank_D,E11,P017,NETBANKING,ALTERNATE_PAYMENT,0.6221929,11851.331624221802,11851.331624221802,HIGH
E00051,17710.86,PAYMENT_FAILED,Bank_D,E11,P007,UPI,RETRY_PAYMENT,0.66902363,11848.983900811672,11848.983900811672,HIGH
E00684,19752.41,CHECKOUT_ABANDONED,Bank_D,E23,P007,UPI,SEND_REMINDER,0.59962434,11844.025726024507,11844.025726024507,HIGH
E04964,19625.91,PAYMENT_FAILED,Bank_A,E23,P007,UPI,ALTERNATE_PAYMENT,0.6034527,11843.308035907745,11843.308035907745,HIGH
E02164,24705.83,PAYMENT_FAILED,Bank_D,E42,P006,UPI,ALTERNATE_PAYMENT,0.47926062,11840.53148877442,11840.53148877442,HIGH
E02524,17669.1,INVOICE_OVERDUE,Bank_D,E42,P002,CARD,ALTERNATE_PAYMENT,0.6699786,11837.919210290907,11837.919210290907,HIGH
E03118,16708.63,SUBSCRIPTION_FAILED,Bank_B,E11,P007,CARD,ALTERNATE_PAYMENT,0.70838135,11836.081956399084,11836.081956399084,HIGH
E02463,24379.46,INVOICE_OVERDUE,Bank_D,E42,P018,NETBANKING,SEND_REMINDER,0.4853869,11833.470709434749,11833.470709434749,HIGH
E04110,20273.44,CHECKOUT_ABANDONED,Bank_C,E17,P004,NETBANKING,SEND_REMINDER,0.5836685,11832.96771419525,11832.96771419525,HIGH
E00898,22651.32,INVOICE_OVERDUE,Bank_C,E17,P006,WALLET,SEND_REMINDER,0.5222186,11828.940279107092,11828.940279107092,HIGH
E02859,18900.08,PAYMENT_FAILED,Bank_B,E23,P004,NETBANKING,RETRY_PAYMENT,0.6258112,11827.882108068468,11827.882108068468,HIGH
E02854,17911.35,CHECKOUT_ABANDONED,Bank_B,E23,P015,UPI,SEND_REMINDER,0.6603048,11826.95010677576,11826.95010677576,HIGH
E03346,19805.27,CHECKOUT_ABANDONED,Bank_D,E42,P006,CARD,SEND_REMINDER,0.5970988,11825.703492588997,11825.703492588997,HIGH
E03719,18866.88,INVOICE_OVERDUE,Bank_C,E11,P007,NETBANKING,SEND_REMINDER,0.6267807,11825.396041202546,11825.396041202546,HIGH
E04083,21257.99,PAYMENT_FAILED,Bank_A,E17,P014,WALLET,ALTERNATE_PAYMENT,0.5560089,11819.631112527251,11819.631112527251,HIGH
E01369,20516.51,CHECKOUT_ABANDONED,Bank_C,E23,P013,CARD,SEND_REMINDER,0.57588524,11815.155208647846,11815.155208647846,HIGH
E04115,15077.74,CHECKOUT_ABANDONED,Bank_A,E42,P016,WALLET,ALTERNATE_PAYMENT,0.78326285,11809.833586680888,11809.833586680888,HIGH
E00860,15699.1,SUBSCRIPTION_FAILED,Bank_D,E42,P007,UPI,ALTERNATE_PAYMENT,0.7520418,11806.379684734346,11806.379684734346,HIGH
E01940,15667.78,INVOICE_OVERDUE,Bank_A,E42,P011,NETBANKING,ALTERNATE_PAYMENT,0.7534423,11804.768002386094,11804.768002386094,HIGH
E01807,23622.83,PAYMENT_FAILED,Bank_C,E11,P004,CARD,RETRY_PAYMENT,0.49955502,11800.903349117936,11800.903349117936,HIGH
E03731,17382.32,CHECKOUT_ABANDONED,Bank_C,E17,P020,CARD,SEND_REMINDER,0.6788368,11799.75887664795,11799.75887664795,HIGH
E02442,15588.18,INVOICE_OVERDUE,Bank_A,E42,P017,NETBANKING,ALTERNATE_PAYMENT,0.7569399,11799.315223331452,11799.315223331452,HIGH
E04655,19451.83,PAYMENT_FAILED,Bank_B,E17,P018,WALLET,RETRY_PAYMENT,0.6064856,11797.254890573024,11797.254890573024,HIGH
E03447,15913.27,CHECKOUT_ABANDONED,Bank_A,E42,P003,NETBANKING,ALTERNATE_PAYMENT,0.7412141,11795.14004614532,11795.14004614532,HIGH
E02439,15732.07,SUBSCRIPTION_FAILED,Bank_B,E42,P010,WALLET,ALTERNATE_PAYMENT,0.74963456,11793.303434054254,11793.303434054254,HIGH
E00358,21079.12,CHECKOUT_ABANDONED,Bank_B,E17,P017,CARD,SEND_REMINDER,0.5594728,11793.194273204805,11793.194273204805,HIGH
E04366,17816.62,PAYMENT_FAILED,Bank_C,E42,P011,CARD,ALTERNATE_PAYMENT,0.6619209,11793.1932364583,11793.1932364583,HIGH
E02734,18839.7,INVOICE_OVERDUE,Bank_D,E42,P001,NETBANKING,ALTERNATE_PAYMENT,0.6256675,11787.388233679534,11787.388233679534,HIGH
E04528,16550.06,CHECKOUT_ABANDONED,Bank_B,E42,P002,WALLET,ALTERNATE_PAYMENT,0.7120854,11785.05652300477,11785.05652300477,HIGH
E03251,23858.96,CHECKOUT_ABANDONED,Bank_D,E23,P013,CARD,SEND_REMINDER,0.49389657,11783.858598001005,11783.858598001005,HIGH
E04184,21706.59,SUBSCRIPTION_FAILED,Bank_D,E11,P020,UPI,ALTERNATE_PAYMENT,0.54278433,11781.996979826688,11781.996979826688,HIGH
E04750,19733.83,INVOICE_OVERDUE,Bank_C,E23,P015,NETBANKING,SEND_REMINDER,0.5969573,11780.25438726306,11780.25438726306,HIGH
E02415,22456.85,INVOICE_OVERDUE,Bank_C,E23,P006,UPI,SEND_REMINDER,0.5241491,11770.738162192702,11770.738162192702,HIGH
E02672,19555.08,SUBSCRIPTION_FAILED,Bank_D,E23,P012,CARD,ALTERNATE_PAYMENT,0.6013946,11760.31939167738,11760.31939167738,HIGH
E04578,18467.55,PAYMENT_FAILED,Bank_D,E11,P001,NETBANKING,RETRY_PAYMENT,0.6366811,11757.939676451682,11757.939676451682,HIGH
E03504,18260.37,CHECKOUT_ABANDONED,Bank_B,E42,P009,NETBANKING,SEND_REMINDER,0.64362776,11752.881090899706,11752.881090899706,HIGH
E00947,18167.74,PAYMENT_FAILED,Bank_B,E42,P008,UPI,ALTERNATE_PAYMENT,0.64676124,11750.19002450824,11750.19002450824,HIGH
E01262,18651.64,CHECKOUT_ABANDONED,Bank_D,E42,P001,WALLET,ALTERNATE_PAYMENT,0.629955,11749.693759157655,11749.693759157655,HIGH
E02428,15802.34,INVOICE_OVERDUE,Bank_A,E42,P018,WALLET,ALTERNATE_PAYMENT,0.7433778,11747.108819210527,11747.108819210527,HIGH
E04983,23887.99,INVOICE_OVERDUE,Bank_A,E23,P019,UPI,SEND_REMINDER,0.49175692,11747.084292941094,11747.084292941094,HIGH
E03142,15675.83,CHECKOUT_ABANDONED,Bank_A,E42,P011,WALLET,ALTERNATE_PAYMENT,0.7489862,11740.980102091433,11740.980102091433,HIGH
E02088,19979.64,CHECKOUT_ABANDONED,Bank_B,E17,P004,NETBANKING,SEND_REMINDER,0.58761626,11740.36142925024,11740.36142925024,HIGH
E04967,15507.49,INVOICE_OVERDUE,Bank_A,E42,P017,CARD,ALTERNATE_PAYMENT,0.75663656,11733.533887264131,11733.533887264131,HIGH
E01373,22084.6,SUBSCRIPTION_FAILED,Bank_B,E11,P009,CARD,ALTERNATE_PAYMENT,0.5310022,11726.971704924106,11726.971704924106,HIGH
E04341,18740.42,CHECKOUT_ABANDONED,Bank_B,E42,P013,UPI,ALTERNATE_PAYMENT,0.62561786,11724.341488654612,11724.341488654612,HIGH
E01186,17702.84,SUBSCRIPTION_FAILED,Bank_D,E17,P014,CARD,ALTERNATE_PAYMENT,0.66227376,11724.126491093635,11724.126491093635,HIGH
E01869,14705.63,INVOICE_OVERDUE,Bank_A,E42,P017,WALLET,ALTERNATE_PAYMENT,0.79678863,11717.278823187946,11717.278823187946,HIGH
E03166,17245.67,SUBSCRIPTION_FAILED,Bank_D,E42,P010,CARD,ALTERNATE_PAYMENT,0.6793357,11715.599532278777,11715.599532278777,HIGH
E00355,18671.95,PAYMENT_FAILED,Bank_A,E42,P001,WALLET,ALTERNATE_PAYMENT,0.6273074,11713.0526876688,11713.0526876688,HIGH
E03952,20980.07,PAYMENT_FAILED,Bank_A,E17,P009,WALLET,RETRY_PAYMENT,0.5580432,11707.785019205212,11707.785019205212,HIGH
E02433,22760.96,INVOICE_OVERDUE,Bank_C,E17,P005,UPI,SEND_REMINDER,0.5143784,11707.746835021971,11707.746835021971,HIGH
E01510,19035.2,INVOICE_OVERDUE,Bank_C,E42,P002,UPI,ALTERNATE_PAYMENT,0.61504936,11707.587619018555,11707.587619018555,HIGH
E03403,17676.15,SUBSCRIPTION_FAILED,Bank_D,E17,P014,CARD,ALTERNATE_PAYMENT,0.66227376,11706.450404316189,11706.450404316189,HIGH
E01052,22889.97,CHECKOUT_ABANDONED,Bank_A,E23,P010,UPI,SEND_REMINDER,0.5114186,11706.355976736546,11706.355976736546,HIGH
E00945,20383.51,CHECKOUT_ABANDONED,Bank_A,E23,P012,NETBANKING,SEND_REMINDER,0.5742014,11704.240081817508,11704.240081817508,HIGH
E00038,22233.62,INVOICE_OVERDUE,Bank_D,E23,P001,WALLET,ALTERNATE_PAYMENT,0.5263216,11702.034228671788,11702.034228671788,HIGH
E02198,15412.84,PAYMENT_FAILED,Bank_A,E42,P017,CARD,ALTERNATE_PAYMENT,0.75843817,11689.68616342783,11689.68616342783,HIGH
E03481,21842.74,INVOICE_OVERDUE,Bank_C,E17,P003,NETBANKING,SEND_REMINDER,0.5349394,11684.542411301138,11684.542411301138,HIGH
E01026,21722.56,INVOICE_OVERDUE,Bank_C,E11,P003,NETBANKING,SEND_REMINDER,0.53782094,11682.847535209656,11682.847535209656,HIGH
E04847,17290.58,SUBSCRIPTION_FAILED,Bank_D,E11,P006,NETBANKING,ALTERNATE_PAYMENT,0.67558694,11681.290013279917,11681.290013279917,HIGH
E01702,20295.16,INVOICE_OVERDUE,Bank_A,E17,P007,WALLET,ALTERNATE_PAYMENT,0.57555234,11680.926916394234,11680.926916394234,HIGH
E04204,21469.57,CHECKOUT_ABANDONED,Bank_C,E11,P003,CARD,SEND_REMINDER,0.544035,11680.197890461088,11680.197890461088,HIGH
E02901,18061.02,SUBSCRIPTION_FAILED,Bank_C,E11,P008,WALLET,ALTERNATE_PAYMENT,0.6466782,11679.668071818352,11679.668071818352,HIGH
E02651,22466.24,INVOICE_OVERDUE,Bank_D,E23,P011,UPI,SEND_REMINDER,0.51976496,11677.164330730438,11677.164330730438,HIGH
E02718,20779.13,CHECKOUT_ABANDONED,Bank_A,E11,P010,NETBANKING,SEND_REMINDER,0.56193924,11676.60850971222,11676.60850971222,HIGH
E03150,18213.5,PAYMENT_FAILED,Bank_B,E23,P012,CARD,RETRY_PAYMENT,0.6408778,11672.627506107092,11672.627506107092,HIGH
E03959,20717.77,CHECKOUT_ABANDONED,Bank_B,E17,P002,UPI,SEND_REMINDER,0.5630422,11664.979285798669,11664.979285798669,HIGH
E02358,17782.52,SUBSCRIPTION_FAILED,Bank_D,E11,P015,NETBANKING,ALTERNATE_PAYMENT,0.65558326,11657.922476067542,11657.922476067542,HIGH
E00269,16838.17,SUBSCRIPTION_FAILED,Bank_C,E17,P013,WALLET,ALTERNATE_PAYMENT,0.6920912,11653.54972862482,11653.54972862482,HIGH
E03653,17616.07,PAYMENT_FAILED,Bank_A,E42,P001,WALLET,ALTERNATE_PAYMENT,0.6614842,11652.751651907563,11652.751651907563,HIGH
E01140,20233.92,PAYMENT_FAILED,Bank_C,E42,P014,UPI,ALTERNATE_PAYMENT,0.5755117,11644.857574539184,11644.857574539184,HIGH
E03089,13322.04,SUBSCRIPTION_FAILED,Bank_A,E42,P002,WALLET,ALTERNATE_PAYMENT,0.87402284,11643.767254757882,11643.767254757882,HIGH
E01671,20692.41,CHECKOUT_ABANDONED,Bank_D,E17,P014,UPI,SEND_REMINDER,0.5626908,11643.428622356058,11643.428622356058,HIGH
E01109,15056.34,INVOICE_OVERDUE,Bank_A,E42,P008,WALLET,ALTERNATE_PAYMENT,0.7732738,11642.673632018566,11642.673632018566,HIGH
E03730,22672.84,PAYMENT_FAILED,Bank_C,E23,P017,UPI,RETRY_PAYMENT,0.5133557,11639.231022498609,11639.231022498609,HIGH
E02504,21423.38,CHECKOUT_ABANDONED,Bank_D,E11,P020,UPI,SEND_REMINDER,0.5432374,11637.980996202232,11637.980996202232,HIGH
E02150,14961.21,SUBSCRIPTION_FAILED,Bank_C,E42,P007,CARD,ALTERNATE_PAYMENT,0.7778094,11636.969496366975,11636.969496366975,HIGH
E04877,21891.56,INVOICE_OVERDUE,Bank_C,E17,P006,WALLET,SEND_REMINDER,0.5315147,11635.68603847742,11635.68603847742,HIGH
E01677,15164.83,SUBSCRIPTION_FAILED,Bank_D,E42,P009,WALLET,ALTERNATE_PAYMENT,0.76720774,11634.574978131055,11634.574978131055,HIGH
E03548,15900.82,CHECKOUT_ABANDONED,Bank_A,E42,P003,UPI,ALTERNATE_PAYMENT,0.7316515,11633.858565181494,11633.858565181494,HIGH
E04576,16122.77,INVOICE_OVERDUE,Bank_B,E42,P012,NETBANKING,ALTERNATE_PAYMENT,0.7214587,11631.91225697756,11631.91225697756,HIGH
E00243,16924.44,SUBSCRIPTION_FAILED,Bank_B,E17,P011,UPI,ALTERNATE_PAYMENT,0.68681437,11623.94855848074,11623.94855848074,HIGH
E03051,19897.09,INVOICE_OVERDUE,Bank_D,E17,P009,WALLET,SEND_REMINDER,0.5841884,11623.649205562471,11623.649205562471,HIGH
E03461,18901.69,PAYMENT_FAILED,Bank_D,E11,P011,WALLET,RETRY_PAYMENT,0.6148574,11621.843508216738,11621.843508216738,HIGH
E02538,18945.3,SUBSCRIPTION_FAILED,Bank_B,E23,P017,CARD,ALTERNATE_PAYMENT,0.61336607,11620.404156893492,11620.404156893492,HIGH
E03791,15976.4,INVOICE_OVERDUE,Bank_A,E42,P003,NETBANKING,ALTERNATE_PAYMENT,0.7273029,11619.68219370842,11619.68219370842,HIGH
E04612,19932.79,CHECKOUT_ABANDONED,Bank_A,E17,P008,CARD,SEND_REMINDER,0.5827645,11616.122524329425,11616.122524329425,HIGH
E00986,23502.49,INVOICE_OVERDUE,Bank_C,E23,P012,CARD,SEND_REMINDER,0.494027,11610.864362703263,11610.864362703263,HIGH
E03636,20954.43,PAYMENT_FAILED,Bank_C,E23,P006,UPI,RETRY_PAYMENT,0.55393285,11607.347037668824,11607.347037668824,HIGH
E00657,16646.61,CHECKOUT_ABANDONED,Bank_C,E42,P016,UPI,ALTERNATE_PAYMENT,0.6972073,11606.137547026276,11606.137547026276,HIGH
E00599,23151.75,INVOICE_OVERDUE,Bank_A,E11,P010,NETBANKING,SEND_REMINDER,0.50120646,11603.80660508573,11603.80660508573,HIGH
E00387,16891.05,PAYMENT_FAILED,Bank_B,E42,P016,WALLET,ALTERNATE_PAYMENT,0.6861789,11590.282491481305,11590.282491481305,HIGH
E02313,19886.79,CHECKOUT_ABANDONED,Bank_A,E17,P008,CARD,SEND_REMINDER,0.5827645,11589.315357037784,11589.315357037784,HIGH
E01512,22405.24,INVOICE_OVERDUE,Bank_B,E17,P003,WALLET,SEND_REMINDER,0.51724595,11589.019611017704,11589.019611017704,HIGH
E02656,20326.33,INVOICE_OVERDUE,Bank_A,E11,P018,NETBANKING,SEND_REMINDER,0.57013446,11588.74119715512,11588.74119715512,HIGH
E02040,17657.51,SUBSCRIPTION_FAILED,Bank_D,E23,P020,CARD,ALTERNATE_PAYMENT,0.6562912,11588.468194001316,11588.468194001316,HIGH
E04079,16023.99,INVOICE_OVERDUE,Bank_A,E42,P003,UPI,ALTERNATE_PAYMENT,0.7231675,11588.028452433944,11588.028452433944,HIGH
E04587,20497.25,CHECKOUT_ABANDONED,Bank_C,E17,P002,UPI,SEND_REMINDER,0.56500673,11581.084256768228,11581.084256768228,HIGH
E01182,15737.45,PAYMENT_FAILED,Bank_A,E42,P015,CARD,ALTERNATE_PAYMENT,0.73579,11579.458560025692,11579.458560025692,HIGH
E01388,18426.15,PAYMENT_FAILED,Bank_A,E17,P009,UPI,RETRY_PAYMENT,0.62839717,11578.940453723077,11578.940453723077,HIGH
E02030,16321.86,SUBSCRIPTION_FAILED,Bank_C,E42,P006,CARD,ALTERNATE_PAYMENT,0.7093517,11577.939438904525,11577.939438904525,HIGH
E04456,22925.56,INVOICE_OVERDUE,Bank_B,E23,P019,UPI,SEND_REMINDER,0.50496244,11576.546814670564,11576.546814670564,HIGH
E01241,16894.28,CHECKOUT_ABANDONED,Bank_B,E42,P017,NETBANKING,ALTERNATE_PAYMENT,0.6851267,11574.722674567698,11574.722674567698,HIGH
E02693,17388.8,CHECKOUT_ABANDONED,Bank_D,E17,P015,UPI,SEND_REMINDER,0.66543627,11571.138174438476,11571.138174438476,HIGH
E00763,15260.51,CHECKOUT_ABANDONED,Bank_A,E42,P012,NETBANKING,ALTERNATE_PAYMENT,0.758085,11568.763913128376,11568.763913128376,HIGH
E00014,17818.0,SUBSCRIPTION_FAILED,Bank_C,E23,P003,UPI,ALTERNATE_PAYMENT,0.64910185,11565.696823358536,11565.696823358536,HIGH
E03144,18846.56,PAYMENT_FAILED,Bank_B,E17,P016,WALLET,RETRY_PAYMENT,0.61348426,11562.067979602814,11562.067979602814,HIGH
E01437,17420.26,SUBSCRIPTION_FAILED,Bank_D,E11,P018,WALLET,ALTERNATE_PAYMENT,0.66338784,11556.38856698632,11556.38856698632,HIGH
E03904,24681.71,CHECKOUT_ABANDONED,Bank_D,E42,P011,WALLET,SEND_REMINDER,0.46787053,11547.844824561476,11547.844824561476,HIGH
E02686,18954.29,PAYMENT_FAILED,Bank_D,E17,P010,UPI,RETRY_PAYMENT,0.6092439,11547.7861183244,11547.7861183244,HIGH
